time,Sx{1}_re,Sx{1}_im,Sz{1}_re,Sz{1}_im,iSy{1}_re,iSy{1}_im,Norm_re,Norm_im
0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.9999999999999999,0.0
0.01,-0.0049905684994937805,0.0,0.0499122554571753,0.0,0.0,0.49736860003885064,0.9999999999999862,0.0
0.02,-0.009925215702695608,0.0,0.09929916655688653,0.0,0.0,0.4895024492756891,0.9999999999999803,0.0
0.03,-0.014750139327070621,0.0,0.14764099023970775,0.0,0.0,0.4764853691426695,0.9999999999999851,0.0
0.04,-0.019414383543377732,0.0,0.19442910894485632,0.0,0.0,0.4584560122471567,0.9999999999999893,0.0
0.05,-0.023870375664123932,0.0,0.23917145913144194,0.0,0.0,0.4356063221722476,0.999999999999989,0.0
0.060000000000000005,-0.028074389274068884,0.0,0.2813977476045864,0.0,0.0,0.4081794294075189,0.9999999999999959,0.0
0.07,-0.03198693830559808,0.0,0.3206644452052254,0.0,0.0,0.37646699578800646,0.999999999999999,0.0
0.08,-0.03557309685392319,0.0,0.35655948577352886,0.0,0.0,0.3408060435552251,1.0000000000000022,0.0
0.09,-0.03880274558713369,0.0,0.38870662269060463,0.0,0.0,0.301575302997614,1.0000000000000073,0.0
0.09999999999999999,-0.041650745044684044,0.0,0.41676939937317886,0.0,0.0,0.2591911212237099,1.0000000000000135,0.0
0.10999999999999999,-0.044097038120730785,0.0,0.44045468772848295,0.0,0.0,0.21410298017470633,1.0000000000000184,0.0
0.11999999999999998,-0.04612668714928671,0.0,0.4595157663951383,0.0,0.0,0.16678866031188266,1.0000000000000187,0.0
0.12999999999999998,-0.04772984758330998,0.0,0.4737548943915204,0.0,0.0,0.11774912436518294,1.0000000000000229,0.0
0.13999999999999999,-0.04890168653097329,0.0,0.48302536442999117,0.0,0.0,0.06750315513653275,1.0000000000000229,0.0
0.15,-0.04964224757796258,0.0,0.48723300739189174,0.0,0.0,0.0165818319790348,1.0000000000000278,0.0
0.16,-0.04995627456014216,0.0,0.48633714217600726,0.0,0.0,-0.03447713106411806,1.0000000000000309,0.0
0.17,-0.04985299410545717,0.0,0.4803509526043302,0.0,0.0,-0.08513509462665596,1.0000000000000406,0.0
0.18000000000000002,-0.04934586873687488,0.0,0.4693412947885447,0.0,0.0,-0.13485819776962973,1.0000000000000469,0.0
0.19000000000000003,-0.04845232168017349,0.0,0.4534279366717624,0.0,0.0,-0.18312300348589863,1.0000000000000528,0.0
0.20000000000000004,-0.04719344363227058,0.0,0.4327822386821792,0.0,0.0,-0.22942201948506666,1.0000000000000564,0.0
0.21000000000000005,-0.04559368272906948,0.0,0.4076252873545457,0.0,0.0,-0.273269051613896,1.0000000000000577,0.0
0.22000000000000006,-0.04368052490425197,0.0,0.3782255129938058,0.0,0.0,-0.31420430065581,1.0000000000000642,0.0
0.23000000000000007,-0.04148416511060514,0.0,0.34489579859143005,0.0,0.0,-0.35179919598016035,1.000000000000069,0.0
