1.0 + 0.0im
0.9999999999999996 - 7.857562293903519e-24im
0.9999999999999977 - 5.0266063431567984e-23im
0.9999999999999957 + 2.138262313004959e-24im
0.9999999999999962 - 4.803875849311511e-22im
0.9999999999999972 + 1.1749620170822479e-20im
0.9999999999999978 - 3.3764457456408177e-22im
0.999999999999998 + 6.31507756729142e-21im
0.9999999999999979 - 1.6873499332456448e-22im
0.9999999999999974 + 1.2130601661048213e-20im
0.9999999999999989 + 2.530497009224971e-20im
0.9999999999999992 - 3.7252545847448907e-19im
0.999999999999997 + 1.0034582410227883e-19im
0.9999999999999982 - 2.894672007894401e-20im
0.9999999999999963 + 3.3563999899278803e-19im
0.9999999999999942 + 2.619730570059992e-19im
0.9999999999999931 + 9.937565940019586e-20im
0.9999999999999943 + 1.0796050818863942e-19im
0.9999999999999915 + 1.1612361390403381e-18im
0.9999999999999879 - 1.7422113554002034e-19im
0.9999999999999847 + 5.402473510627171e-19im
0.9999999999999815 - 4.323931712390336e-19im
0.9999999999999806 - 1.3393966682401173e-18im
0.9999999999999807 + 1.525600581345079e-19im
0.9999999999999802 + 2.9544259124083848e-18im
0.9999999999999785 - 1.597900187927355e-18im
0.9999999999999771 - 2.6390541504243903e-19im
0.9999999999999771 + 4.747424181423208e-20im
0.9999999999999729 + 4.656410650510064e-19im
0.9999999999999727 - 2.2787046499503257e-19im
0.9999999999999741 + 7.181685507491956e-19im
0.9999999999999729 + 3.615186778703541e-19im
0.9999999999999741 + 5.733132559884353e-19im
0.9999999999999748 - 4.581991498008665e-19im
0.9999999999999689 + 6.038343137227071e-18im
0.9999999999999676 - 9.900711962433837e-20im
0.9999999999999676 - 7.24862468867133e-19im
0.9999999999999667 + 9.434837112060866e-19im
0.9999999999999656 + 5.80857723420857e-20im
0.9999999999999611 + 1.0397429944814447e-20im
0.9999999999999554 + 4.560272521388476e-19im
0.9999999999999523 - 1.6902650335504372e-18im
0.9999999999999448 + 9.750076208722554e-19im
0.9999999999999369 + 2.4413268807687588e-18im
0.9999999999999359 - 7.841050131301755e-20im
0.999999999999932 - 5.248683547850364e-19im
0.9999999999999261 + 1.707998151621682e-18im
0.9999999999999256 + 2.6812081009344292e-18im
0.9999999999999223 + 2.0147788683468607e-19im
0.9999999999999213 - 1.6935690123832362e-18im
0.9999999999999192 - 5.000893716667034e-19im
0.999999999999919 - 1.5118591191874492e-18im
0.9999999999999165 + 2.3270398919815418e-18im
0.999999999999915 + 2.928906281380294e-18im
0.9999999999999147 + 4.096756979194683e-18im
0.9999999999999102 - 1.0977398998628523e-18im
0.9999999999999021 - 1.298213234234043e-19im
0.9999999999998996 - 2.8697213456553554e-18im
0.999999999999899 - 1.039176055974053e-18im
0.9999999999998952 + 3.1143515028337493e-18im
0.9999999999998934 - 7.095388238257819e-19im
0.9999999999998899 - 6.194858226292799e-18im
0.9999999999998872 + 1.122135304128495e-18im
0.9999999999998832 + 2.2521416400879683e-18im
0.9999999999998794 + 7.077193566151352e-18im
0.9999999999998774 - 3.6188182582901033e-19im
0.9999999999998732 + 4.775989350662373e-18im
0.9999999999998701 - 2.078797731087942e-18im
0.9999999999998661 - 1.4599785373523455e-18im
0.9999999999998634 - 3.0058793996639344e-20im
0.999999999999859 + 6.692085939180703e-18im
0.9999999999998508 - 3.9430451680805895e-18im
0.999999999999845 - 2.2958902048946475e-19im
0.9999999999998397 - 1.2692868482018155e-17im
0.999999999999835 - 3.932859712644855e-18im
0.9999999999998339 - 5.859976808061518e-18im
0.9999999999998295 - 4.211570363615881e-19im
0.9999999999998274 - 1.2621724368341669e-17im
0.9999999999998224 - 5.517882004259211e-18im
0.9999999999998213 + 7.851914896566205e-19im
0.9999999999998186 + 3.2861247789808357e-18im
0.9999999999998137 - 1.3937632051565587e-18im
0.9999999999998112 + 1.2506375965205033e-17im
0.999999999999809 + 1.0222811660858119e-17im
0.9999999999998066 + 9.194834324019408e-18im
0.9999999999998066 - 3.7870069784029494e-18im
0.9999999999998033 + 5.959146503992315e-18im
0.999999999999795 + 1.3183411375356076e-17im
0.9999999999997888 - 3.4183516592854705e-18im
0.9999999999997895 - 1.0129123101953886e-17im
0.9999999999997857 + 2.7660146650373546e-18im
0.9999999999997851 - 3.7495874010060173e-22im
0.9999999999997817 - 4.77243820214791e-18im
0.9999999999997776 + 5.53119936736819e-19im
0.9999999999997733 - 4.428577143226497e-18im
0.9999999999997702 + 9.544202261360537e-18im
0.999999999999766 + 1.26841925328827e-18im
0.9999999999997622 - 2.54157401613149e-19im
0.9999999999997572 - 8.236770091551393e-19im
0.9999999999997543 + 3.6689992336935474e-18im
0.9999999999997504 + 5.6883596559385065e-18im
0.9999999999997431 - 3.01023167205932e-18im
0.9999999999997327 + 6.289489679472816e-19im
0.9999999999997242 + 1.4899486932133421e-18im
0.9999999999997146 - 2.170473665358899e-18im
0.9999999999997065 - 8.445388626885867e-18im
0.9999999999996987 - 8.49664661358754e-18im
0.9999999999996898 + 7.21379620120876e-19im
0.9999999999996858 + 8.152126680577982e-18im
0.9999999999996787 - 4.697368215808457e-18im
0.9999999999996764 - 3.62021955666922e-18im
0.99999999999967 - 1.366453609148673e-18im
0.9999999999996626 - 2.2229176557189755e-19im
0.9999999999996567 + 6.5403705012420515e-19im
0.9999999999996498 - 5.354669971489988e-18im
0.9999999999996454 - 8.299185331034323e-18im
0.9999999999996392 - 1.9809601137103582e-18im
0.9999999999996325 - 1.4183221690865754e-18im
0.9999999999996212 + 6.030148838855512e-18im
0.9999999999996114 - 6.518061049215274e-18im
0.9999999999996032 - 1.0030882528705842e-17im
0.9999999999996017 - 9.795045001300251e-19im
0.9999999999995948 - 3.0365933158504925e-18im
0.9999999999995908 - 1.3029834319533493e-18im
0.9999999999995828 - 2.4864841307914016e-18im
0.9999999999995755 - 1.3380894680091715e-18im
0.9999999999995643 + 5.97801855921839e-18im
0.9999999999995539 + 1.7990122253190753e-18im
0.9999999999995469 + 8.605576293819852e-19im
0.9999999999995413 - 4.35028337344301e-18im
0.9999999999995338 + 5.583681551978678e-18im
0.9999999999995266 + 5.178429055049786e-18im
0.9999999999995175 - 1.3120642609121243e-17im
0.9999999999995077 - 8.080667387532523e-18im
0.9999999999995017 - 9.637713716199985e-18im
0.9999999999994906 - 3.8163153655650004e-18im
0.9999999999994771 + 1.2790576263028865e-17im
0.9999999999994644 - 1.3389355208723073e-17im
0.9999999999994549 + 7.208773308084518e-19im
0.9999999999994484 - 2.587887969209867e-17im
0.9999999999994411 - 5.419536540449545e-18im
0.9999999999994318 - 1.939454756633593e-17im
0.9999999999994211 + 1.372245758533528e-17im
0.9999999999994125 + 1.1368583552724342e-17im
0.9999999999993985 - 1.8412854292186865e-17im
0.9999999999993876 + 2.0070768096056554e-17im
0.9999999999993828 + 1.3984648209799678e-17im
0.9999999999993754 + 2.698847335753264e-17im
0.9999999999993614 - 5.037882552895481e-18im
0.9999999999993511 + 1.1538408363138183e-17im
0.9999999999993401 - 9.572688026570211e-18im
0.999999999999329 + 2.2880531211387654e-17im
0.9999999999993209 + 3.17068628207894e-18im
0.9999999999993116 - 1.3825582627120326e-17im
0.999999999999302 - 2.0651844728148512e-17im
0.9999999999992963 - 5.5972308815736695e-18im
0.9999999999992845 - 9.884362596707078e-18im
0.9999999999992721 - 2.700567297847844e-17im
0.9999999999992579 - 2.0281007959587735e-17im
0.9999999999992455 - 4.3550729568215706e-18im
0.99999999999923 + 2.6362738908892935e-17im
0.9999999999992166 + 1.97597082061784e-18im
0.99999999999921 + 2.656148035400763e-17im
0.9999999999991966 + 2.46269992367179e-17im
0.9999999999991869 + 5.457968828991868e-18im
0.9999999999991787 + 7.916480213074048e-18im
0.9999999999991671 + 3.880622973440616e-18im
0.9999999999991531 - 1.0978692432307374e-17im
0.9999999999991371 - 2.1920347522888213e-18im
0.9999999999991225 + 8.425173147243267e-20im
0.9999999999990996 - 4.107413058850393e-18im
0.999999999999081 - 1.070815421760464e-18im
0.9999999999990632 - 2.8202299614395212e-18im
0.9999999999990443 + 3.928877166842397e-18im
0.9999999999990332 - 5.515670403391338e-18im
0.9999999999990241 - 1.2669404351593259e-17im
0.9999999999990137 - 6.255158465894357e-18im
0.9999999999989997 + 9.925310406702566e-18im
0.9999999999989764 + 6.991004861873612e-18im
0.9999999999989588 + 4.970954218154273e-18im
0.9999999999989395 - 9.19306197773609e-18im
0.9999999999989193 - 1.7586134732917655e-18im
0.9999999999989029 - 2.8101873391227205e-18im
0.9999999999988896 + 1.1674091530883888e-17im
0.9999999999988733 + 3.4420432056553104e-18im
0.9999999999988585 + 1.704883804163933e-18im
0.9999999999988435 + 4.546640627025261e-19im
0.9999999999988237 - 1.1813623132621927e-17im
0.9999999999988027 + 1.1505838336960958e-17im
0.999999999998792 + 1.2478802043995168e-17im
0.9999999999987756 + 1.767269528117434e-18im
0.9999999999987541 - 1.5103994055507318e-18im
0.9999999999987393 - 2.3070883264106995e-18im
0.9999999999987197 - 1.347063246006718e-18im
0.9999999999987055 - 5.215621544281204e-19im
0.9999999999986918 + 6.502282944912161e-19im
0.9999999999986733 - 2.1777035120368212e-18im
0.9999999999986557 - 1.8086094262204208e-18im
0.9999999999986366 - 3.101246090329309e-18im
0.9999999999986172 + 2.1268028751011214e-18im
0.9999999999985963 - 2.048029897448436e-19im
0.9999999999985825 + 1.2446911980512569e-18im
0.9999999999985639 + 2.439526934994839e-19im
0.9999999999985476 - 9.045293922218637e-19im
0.9999999999985315 + 1.5448950056554978e-18im
0.999999999998513 - 8.300738352254338e-19im
0.999999999998497 - 1.8674481059231094e-19im
0.9999999999984746 - 1.1613513327109382e-19im
0.999999999998455 - 1.1121905007708305e-19im
0.999999999998437 - 4.6561045611393636e-20im
0.9999999999984155 + 3.412448339744783e-18im
0.9999999999983973 + 2.9692419102765683e-18im
0.9999999999983793 - 2.463849225734548e-18im
