time,Sx{1}_re,Sx{1}_im,Sz{1}_re,Sz{1}_im,iSy{1}_re,iSy{1}_im,N{2}_re,N{2}_im,Norm_re,Norm_im
0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.0,0.0,0.9999999999999999,0.0
0.01,-2.088409213346086e-10,0.0,0.001999973734030576,0.0,0.0,0.4999803009521759,1.5698551703261588e-5,-3.5758922468938606e-24,1.0000000000000018,0.0
0.02,-3.340554423894065e-9,0.0,0.003999789892806839,0.0,0.0,0.49992121665580186,6.277540957676647e-5,-1.9687049109429706e-23,1.0000000000000389,0.0
0.03,-1.690415233393816e-8,0.0,0.00599929100392893,0.0,0.0,0.4998227856243583,0.0001411742344038406,-4.212282147391983e-23,1.0000000000001223,0.0
0.04,-5.339151834721885e-8,0.0,0.007998319801726895,0.0,0.0,0.49968507195438594,0.00025080130238279663,-2.1611282611242507e-22,1.0000000000001812,0.0
0.05,-1.301958630925091e-7,0.0,0.009996719323169687,0.0,0.0,0.49950816518334995,0.00039152577080472445,-5.2443336609189705e-22,1.000000000000254,0.0
0.060000000000000005,-2.699727823996417e-7,0.0,0.011994333296603802,0.0,0.0,0.49929218008957205,0.0005631800431664067,-1.6492881600666673e-21,1.0000000000003553,0.0
0.07,-4.994683991227828e-7,0.0,0.013991005164575188,0.0,0.0,0.49903725650282976,0.0007655602003947033,-1.0877066318494675e-21,1.0000000000004508,0.0
0.08,-8.508053450567501e-7,0.0,0.015986579603752795,0.0,0.0,0.49874355892170785,0.000998426622282482,3.377104033686878e-21,1.000000000000592,0.0
0.09,-1.3606445517050479e-6,0.0,0.01798090270605084,0.0,0.0,0.498411276188243,0.00126150460674205,-1.3942117259630449e-21,1.0000000000007356,0.0
0.09999999999999999,-2.0704626914583475e-6,0.0,0.019973819666228226,0.0,0.0,0.4980406211526836,0.0015544851410805346,9.795465405642104e-22,1.0000000000008844,0.0
0.10999999999999999,-3.025690870410067e-6,0.0,0.021965177498404605,0.0,0.0,0.49763183015465184,0.0018770257363146224,-4.827532876450809e-21,1.0000000000009859,0.0
0.11999999999999998,-4.276554261155938e-6,0.0,0.023954824487693184,0.0,0.0,0.4971851625227018,0.002228751377189831,-5.749446869998376e-21,1.0000000000011282,0.0
0.12999999999999998,-5.877343099168232e-6,0.0,0.025942609501487152,0.0,0.0,0.496700900080919,0.0026092555234613086,-1.1533482611306507e-20,1.000000000001275,0.0
0.13999999999999999,-7.886716024307414e-6,0.0,0.02792838278047089,0.0,0.0,0.49617934654685,0.0030181011915099447,-6.827696443193734e-21,1.000000000001365,0.0
0.15,-1.0366841231401442e-5,0.0,0.029911995825806857,0.0,0.0,0.49562082688428827,0.0034548221502949503,2.1833870016050007e-20,1.000000000001542,0.0
0.16,-1.3384233385593389e-5,0.0,0.031893301499110634,0.0,0.0,0.49502568669889746,0.003918924102390783,2.030462720169039e-20,1.0000000000016736,0.0
0.17,-1.7008522343414504e-5,0.0,0.03387215410253948,0.0,0.0,0.49439429149212555,0.004409886027020099,7.554661376691434e-21,1.000000000001814,0.0
0.18000000000000002,-2.1312885754031748e-5,0.0,0.03584840909169017,0.0,0.0,0.49372702596251944,0.0049271615250838716,-2.599983111523692e-20,1.000000000001977,0.0
0.19000000000000003,-2.637431489742735e-5,0.0,0.03782192383921297,0.0,0.0,0.49302429320046515,0.0054701802280654925,-1.7737855409657287e-20,1.0000000000021212,0.0
0.20000000000000004,-3.227196761221541e-5,0.0,0.03979255743651413,0.0,0.0,0.49228651405669793,0.006038349113692908,4.7975304861287137e-20,1.0000000000022717,0.0
0.21000000000000005,-3.9088608533036274e-5,0.0,0.0417601708306346,0.0,0.0,0.49151412601990363,0.006631054297366275,-2.2674407852997316e-20,1.000000000002382,0.0
0.22000000000000006,-4.690934026129033e-5,0.0,0.043724626203256,0.0,0.0,0.4907075827766042,0.007247662225569185,-2.4838091283473246e-20,1.0000000000025264,0.0
0.23000000000000007,-5.5821949883070495e-5,0.0,0.045685788415168724,0.0,0.0,0.48986735297606393,0.007887521483089275,-3.2594139592361002e-21,1.0000000000026936,0.0
0.24000000000000007,-6.591690661162655e-5,0.0,0.047643522679848074,0.0,0.0,0.4889939198807773,0.008549964074346845,3.376968061461538e-20,1.0000000000028226,0.0
0.25000000000000006,-7.72861237713317e-5,0.0,0.04959769755987963,0.0,0.0,0.4880877797738151,0.009234307463008885,-2.391176354157819e-20,1.0000000000029725,0.0
0.26000000000000006,-9.002381402415378e-5,0.0,0.05154818327281017,0.0,0.0,0.48714944176402053,0.00993985561748603,-7.639360795667753e-20,1.0000000000031057,0.0
0.2700000000000001,-0.00010422555543789677,0.0,0.0534948521813357,0.0,0.0,0.48617942640537587,0.010665901064853399,1.7767620434463862e-20,1.0000000000032563,0.0
0.2800000000000001,-0.00011998848441326942,0.0,0.05543757873737141,0.0,0.0,0.48517826505258693,0.01141172623546199,1.0529781769514131e-19,1.0000000000034341,0.0
0.2900000000000001,-0.000137411572379617,0.0,0.05737623921715124,0.0,0.0,0.48414649898559536,0.012176605066383637,-5.256621012154975e-20,1.0000000000035811,0.0
0.3000000000000001,-0.0001565938970301618,0.0,0.059310712194689086,0.0,0.0,0.4830846783831387,0.012959804653373477,3.3128526038879407e-20,1.0000000000037204,0.0
0.3100000000000001,-0.00017763593413442822,0.0,0.061240878844343025,0.0,0.0,0.48199336148735233,0.013760586698989444,1.7039586288579154e-19,1.0000000000038691,0.0
0.3200000000000001,-0.00020063875095277078,0.0,0.06316662214710074,0.0,0.0,0.48087311367894764,0.014578209191998148,-1.1122511279735383e-19,1.0000000000040492,0.0
0.3300000000000001,-0.00022570359824501896,0.0,0.06508782746985083,0.0,0.0,0.47972450671111716,0.01541192770531254,-1.0577919656806062e-19,1.0000000000041571,0.0
0.34000000000000014,-0.00025293219939547906,0.0,0.06700438279187755,0.0,0.0,0.4785481175201646,0.016260997162144013,-1.4027129377026384e-19,1.0000000000042848,0.0
0.35000000000000014,-0.00028242647801173676,0.0,0.06891617782858152,0.0,0.0,0.47734452828386886,0.01712467246168871,-9.74834555077992e-20,1.0000000000044025,0.0
0.36000000000000015,-0.00031428773040151646,0.0,0.0708231052568705,0.0,0.0,0.4761143241837907,0.018002211089471875,2.2440857458175312e-20,1.0000000000045406,0.0
0.37000000000000016,-0.0003486173973026656,0.0,0.0727250593060885,0.0,0.0,0.4748580938829885,0.018892873338631027,6.102216194726126e-20,1.0000000000046754,0.0
0.38000000000000017,-0.00038551644786778477,0.0,0.07462193737346268,0.0,0.0,0.4735764279092867,0.019795924197171,-1.9428113525100014e-19,1.0000000000048104,0.0
0.3900000000000002,-0.0004250850825793889,0.0,0.07651363921460377,0.0,0.0,0.47226991817922465,0.020710634365197482,-8.306386100889018e-20,1.0000000000049252,0.0
0.4000000000000002,-0.0004674223459623161,0.0,0.0784000661477347,0.0,0.0,0.4709391573644278,0.021636281421049043,-1.6125870640028854e-20,1.0000000000050293,0.0
0.4100000000000002,-0.0005126263419714343,0.0,0.08028112269321626,0.0,0.0,0.46958473807407886,0.022572150745360103,-4.0476467484253198e-19,1.0000000000051403,0.0
0.4200000000000002,-0.0005607942312101387,0.0,0.08215671517998194,0.0,0.0,0.4682072520979146,0.02351753687823914,3.975839363796651e-19,1.000000000005249,0.0
0.4300000000000002,-0.0006120221237960322,0.0,0.08402675264660421,0.0,0.0,0.4668072896306171,0.024471744401481126,-8.934177235179495e-20,1.0000000000053766,0.0
0.4400000000000002,-0.0006664043207241169,0.0,0.0858911464166345,0.0,0.0,0.4653854387252639,0.02543408883365933,7.719373614162053e-21,1.0000000000054947,0.0
0.45000000000000023,-0.0007240338285311637,0.0,0.08774981027196598,0.0,0.0,0.46394228512289415,0.02640389697249476,-1.0162061657719662e-19,1.0000000000056202,0.0
0.46000000000000024,-0.000785001590330681,0.0,0.08960266008818127,0.0,0.0,0.46247841085157215,0.027380508613726866,4.168936249884752e-19,1.0000000000057316,0.0
0.47000000000000025,-0.0008493971870771566,0.0,0.09144961348276144,0.0,0.0,0.46099439440133894,0.028363276481369718,1.7049379925291785e-19,1.0000000000058624,0.0
0.48000000000000026,-0.0009173078839213822,0.0,0.09329059114847628,0.0,0.0,0.4594908096305688,0.029351567278329733,2.7283064453016216e-19,1.0000000000059712,0.0
0.49000000000000027,-0.0009888189356515708,0.0,0.09512551666714122,0.0,0.0,0.45796822538835036,0.030344762071673363,-1.7798953169077388e-19,1.0000000000060911,0.0
0.5000000000000002,-0.0010640138930186147,0.0,0.09695431471817892,0.0,0.0,0.4564272054362524,0.03134225685915283,3.671447585033996e-19,1.0000000000061906,0.0
0.5100000000000002,-0.0011429739078517164,0.0,0.0987769134340897,0.0,0.0,0.4548683074182633,0.03234346301991888,3.037184230869611e-19,1.000000000006329,0.0
0.5200000000000002,-0.0012257777529431717,0.0,0.10059324117830303,0.0,0.0,0.4532920833439192,0.0333478075323692,2.941265276528785e-19,1.000000000006449,0.0
0.5300000000000002,-0.0013125019251817103,0.0,0.1024032305430671,0.0,0.0,0.4516990780494649,0.03435473358530484,2.2207173999516875e-19,1.00000000000659,0.0
0.5400000000000003,-0.0014032205154787998,0.0,0.10420681519256961,0.0,0.0,0.4500898298193287,0.03536370052725296,-1.3002739559233179e-19,1.0000000000067222,0.0
0.5500000000000003,-0.001498005562166486,0.0,0.10600393117192795,0.0,0.0,0.448464869494637,0.03637418435621578,-1.6603245723612824e-19,1.0000000000068516,0.0
0.5600000000000003,-0.00159692610214302,0.0,0.1077945168387132,0.0,0.0,0.44682472052085553,0.03738567749962128,-2.9121196270723083e-19,1.0000000000069709,0.0
0.5700000000000003,-0.001700049212231303,0.0,0.10957851213400457,0.0,0.0,0.4451698984380579,0.038397689348886696,6.331200776187051e-19,1.0000000000071048,0.0
0.5800000000000003,-0.0018074381338541322,0.0,0.11135585990438061,0.0,0.0,0.44350091079897525,0.03940974577378183,1.205974220295107e-19,1.0000000000072284,0.0
0.5900000000000003,-0.0019191546092213073,0.0,0.11312650406077897,0.0,0.0,0.44181825698467303,0.040421389545708675,-2.886159008224109e-19,1.000000000007343,0.0
0.6000000000000003,-0.002035257741369743,0.0,0.11489039125814565,0.0,0.0,0.44012242769107696,0.0414321802030285,5.017490655285307e-21,1.0000000000074618,0.0
0.6100000000000003,-0.0021558037500248673,0.0,0.11664746958233416,0.0,0.0,0.4384139052931016,0.042441693698017605,-6.159959435747104e-19,1.0000000000075961,0.0
0.6200000000000003,-0.002280846358409197,0.0,0.11839768934000083,0.0,0.0,0.4366931631618074,0.043449522624356675,4.578128339634242e-19,1.0000000000077403,0.0
0.6300000000000003,-0.0024104363137572382,0.0,0.12014100262389776,0.0,0.0,0.43496066600937544,0.04445527569071737,4.680354006924975e-19,1.0000000000078844,0.0
0.6400000000000003,-0.002544621944709939,0.0,0.12187736337448853,0.0,0.0,0.43321686958259226,0.045458577718770814,6.876897962228967e-19,1.0000000000080103,0.0
0.6500000000000004,-0.0026834487066958335,0.0,0.12360672689951767,0.0,0.0,0.4314622207214738,0.04645906932907837,5.784366364106338e-20,1.0000000000081433,0.0
0.6600000000000004,-0.0028269596150078662,0.0,0.12532905077414322,0.0,0.0,0.42969715708150064,0.04745640673286652,4.496545384361237e-19,1.000000000008263,0.0
0.6700000000000004,-0.002975194909104588,0.0,0.12704429432835473,0.0,0.0,0.42792210714549545,0.04845026144462888,3.960766504860768e-19,1.0000000000083882,0.0
0.6800000000000004,-0.0031281921542906516,0.0,0.12875241847969818,0.0,0.0,0.42613749026948433,0.049440319980200674,7.656573460775497e-19,1.0000000000085096,0.0
0.6900000000000004,-0.0032859865173045805,0.0,0.13045338573158644,0.0,0.0,0.42434371679917476,0.050426283422235034,-5.089774513899657e-19,1.0000000000086247,0.0
0.7000000000000004,-0.003448610253103328,0.0,0.13214716049437625,0.0,0.0,0.4225411878448344,0.051407867198662735,-8.384779634449838e-19,1.0000000000087481,0.0
0.7100000000000004,-0.0036160933098611002,0.0,0.1338337081045983,0.0,0.0,0.4207302956421039,0.052384800620176995,-2.3512821088183715e-19,1.0000000000088762,0.0
0.7200000000000004,-0.0037884630968201775,0.0,0.13551299619556487,0.0,0.0,0.41891142308208146,0.05335682673105167,-3.3737453090969852e-19,1.0000000000090028,0.0
0.7300000000000004,-0.003965744474041173,0.0,0.1371849933534236,0.0,0.0,0.4170849444094308,0.05432370163217895,1.685404614962972e-19,1.0000000000091198,0.0
0.7400000000000004,-0.004147960119849976,0.0,0.13884967023083597,0.0,0.0,0.4152512246540179,0.05528519434138423,-5.579898245672686e-19,1.0000000000092406,0.0
0.7500000000000004,-0.004335129972034572,0.0,0.14050699797159844,0.0,0.0,0.4134106202896449,0.056241086348080206,-3.3081319254527053e-19,1.0000000000093638,0.0
0.7600000000000005,-0.004527271721781103,0.0,0.1421569497752964,0.0,0.0,0.4115634787568972,0.057191171286833944,-9.27829849638585e-19,1.0000000000095068,0.0
0.7700000000000005,-0.004724400655024103,0.0,0.14379950049347054,0.0,0.0,0.4097101387920258,0.05813525444269811,-1.0297938094189306e-19,1.000000000009643,0.0
0.7800000000000005,-0.004926529850460197,0.0,0.14543462600855062,0.0,0.0,0.407850930494579,0.05907315261306937,4.2949371944328176e-19,1.0000000000097846,0.0
0.7900000000000005,-0.005133669677385442,0.0,0.14706230357078032,0.0,0.0,0.4059861754544738,0.060004693532969895,3.677562873316433e-19,1.0000000000099192,0.0
0.8000000000000005,-0.005345829180519081,0.0,0.1486825118457975,0.0,0.0,0.40411618688679296,0.06092971558342947,3.3787568580134118e-19,1.0000000000100542,0.0
0.8100000000000005,-0.00556301451456909,0.0,0.15029523047923804,0.0,0.0,0.40224126987754427,0.061848067354089896,9.28112017968706e-19,1.0000000000101998,0.0
0.8200000000000005,-0.00578522983159616,0.0,0.15190044013238949,0.0,0.0,0.4003617215780566,0.06275960725054253,7.696338991009139e-19,1.0000000000103442,0.0
0.8300000000000005,-0.006012477281288725,0.0,0.1534981227219517,0.0,0.0,0.39847783082188376,0.06366420350217951,6.311104090274912e-20,1.000000000010491,0.0
0.8400000000000005,-0.006244756891445671,0.0,0.15508826162671496,0.0,0.0,0.3965898786048263,0.06456173350444169,3.537095410593578e-19,1.0000000000106342,0.0
0.8500000000000005,-0.006482066732629506,0.0,0.15667084104480977,0.0,0.0,0.3946981382034954,0.06545208363178291,1.4618442319606934e-18,1.0000000000107903,0.0
0.8600000000000005,-0.006724402900190031,0.0,0.15824584638997366,0.0,0.0,0.3928028752631206,0.06633514889623575,1.5782612521006262e-19,1.000000000010937,0.0
0.8700000000000006,-0.006971759668216421,0.0,0.15981326391995312,0.0,0.0,0.3909043479372257,0.06721083270306588,6.012817149152722e-19,1.0000000000110811,0.0
