1.0 + 0.0im
0.9999999999999996 + 1.7950606050019373e-24im
1.0000000000000016 - 3.110880986785128e-24im
1.000000000000001 + 5.58475550404142e-24im
1.0000000000000016 - 2.9652555803010576e-23im
1.0000000000000009 + 3.0247661893016608e-21im
1.0000000000000013 - 6.893472032778627e-21im
1.0000000000000018 - 5.436116110287324e-21im
1.0000000000000013 - 9.332884263350056e-21im
1.000000000000003 - 2.1584240728367984e-20im
1.000000000000005 - 4.2849534191554285e-20im
1.0000000000000058 + 1.717139520447362e-20im
1.000000000000008 - 1.553114768246014e-20im
1.0000000000000069 - 1.0265391508286617e-19im
1.0000000000000049 + 2.887633925427984e-20im
1.0000000000000033 - 4.819009060165421e-20im
1.0000000000000042 + 1.0393317039971209e-20im
1.0000000000000047 - 3.8869621643135153e-20im
1.0000000000000069 + 8.148090554536275e-21im
1.0000000000000073 + 7.07177834490419e-20im
1.0000000000000064 + 3.35870665211797e-20im
1.000000000000006 + 1.9013664186335216e-20im
1.0000000000000084 - 1.427505113238227e-20im
1.000000000000007 + 3.019384123343765e-21im
1.0000000000000073 - 3.277389248077688e-20im
1.0000000000000087 - 7.87736672106522e-20im
1.0000000000000058 - 1.146258458590102e-19im
1.000000000000005 - 1.8754938489587837e-19im
1.0000000000000047 + 3.16502450252187e-19im
1.0000000000000036 - 6.959920423080487e-20im
1.0000000000000047 - 3.265142373954288e-19im
1.000000000000006 + 3.6291218559324224e-20im
1.0000000000000058 - 1.9398264756702028e-19im
1.0000000000000056 + 5.584388262530465e-20im
1.0000000000000038 + 2.026341924622511e-19im
1.0000000000000042 + 2.2009050663993835e-19im
1.0000000000000056 - 1.2418863453697123e-19im
1.000000000000005 + 1.4566172352340165e-19im
1.000000000000004 - 1.9733938048325808e-20im
1.0000000000000047 - 6.23771213022472e-20im
1.0000000000000033 - 2.9281949589678506e-21im
1.0000000000000033 - 5.113582286531722e-20im
1.0000000000000036 - 1.0452812590884109e-19im
1.0000000000000013 + 2.323166542766543e-20im
1.0 + 5.985775401147652e-21im
0.9999999999999986 + 1.7166722004374458e-19im
0.9999999999999967 - 7.424124529416568e-21im
0.9999999999999961 + 2.9529212432403857e-21im
0.9999999999999931 - 1.318299709348579e-19im
0.9999999999999908 + 8.659204845133484e-20im
0.9999999999999878 + 8.583857313822862e-20im
0.9999999999999916 - 2.2606205020916785e-21im
0.9999999999999943 - 6.179029939326029e-21im
0.9999999999999938 + 6.078014031525932e-20im
0.9999999999999949 + 1.0188007934451852e-19im
0.9999999999999919 - 6.560318855238939e-19im
0.999999999999994 + 1.420607793950481e-18im
0.9999999999999948 - 7.147270368076787e-19im
0.9999999999999961 - 3.644949635584453e-19im
0.999999999999999 - 4.817580660069225e-19im
0.9999999999999984 + 5.489180010208015e-19im
0.9999999999999956 + 5.2086912549323365e-21im
0.9999999999999982 - 1.7648459392392837e-19im
0.9999999999999962 - 5.636820015220773e-19im
0.9999999999999929 + 1.2410507003751849e-19im
0.9999999999999958 - 4.500413229010731e-19im
0.9999999999999936 - 1.5321222658615427e-19im
0.9999999999999912 - 4.023092971515235e-20im
0.999999999999992 + 1.3291717707539512e-19im
0.9999999999999932 - 4.840766648616899e-19im
0.9999999999999941 - 1.3045602952711386e-19im
0.9999999999999944 + 3.350508014136825e-19im
0.9999999999999934 - 1.2333991931909984e-18im
0.9999999999999964 - 1.0299559369605641e-18im
0.9999999999999956 - 3.572155884815789e-19im
0.9999999999999936 + 2.8508936236691102e-18im
0.9999999999999936 + 3.7563783815588814e-19im
0.9999999999999913 + 3.2733595920033887e-19im
0.9999999999999931 - 6.71162232467411e-19im
0.9999999999999934 + 1.4761805018642653e-19im
0.9999999999999902 - 2.803264744200975e-19im
0.9999999999999912 + 4.502727467827576e-19im
0.9999999999999898 - 8.467190206990849e-19im
0.9999999999999891 + 2.8500365260612766e-19im
0.9999999999999863 + 4.041931896050475e-19im
0.999999999999984 + 2.7208326558611845e-20im
0.999999999999982 + 5.794565190496762e-20im
0.9999999999999801 + 3.954232943526101e-21im
0.9999999999999775 - 8.274371107426762e-19im
0.9999999999999737 - 2.1359748917003123e-19im
0.9999999999999721 - 8.1526310349862565e-19im
0.9999999999999715 + 6.927203455081193e-19im
0.9999999999999677 + 1.0714854719005783e-19im
0.999999999999966 + 7.90651942621529e-19im
0.9999999999999678 + 2.3196472996134823e-18im
0.9999999999999681 + 2.094100579670713e-18im
0.9999999999999664 - 5.103749263950284e-19im
0.9999999999999648 - 2.187889090076332e-19im
0.9999999999999618 - 9.458626769099554e-19im
0.9999999999999605 + 2.0796243749011932e-19im
0.9999999999999587 + 2.8948193343334798e-18im
0.9999999999999585 - 2.7156165213947984e-18im
0.9999999999999567 - 9.831969294979411e-19im
0.9999999999999547 - 2.921472828240995e-18im
0.9999999999999536 + 2.839710535552333e-18im
0.9999999999999518 - 1.4074464995572568e-18im
0.9999999999999492 + 1.1396259800282614e-18im
0.9999999999999495 - 6.695891530845992e-19im
0.9999999999999456 + 3.913640472586823e-19im
0.9999999999999432 - 1.6076542816589594e-18im
0.9999999999999427 + 5.721345245775989e-19im
0.9999999999999403 + 3.511517550047972e-20im
0.9999999999999394 - 9.664878335410567e-19im
0.9999999999999358 - 1.5161837446271157e-18im
0.9999999999999343 + 3.4549475989726207e-18im
0.9999999999999337 + 5.232179037512955e-20im
0.9999999999999312 + 1.3569399559805213e-18im
0.9999999999999308 - 7.289923370912655e-20im
0.9999999999999282 - 2.301035889534054e-19im
0.9999999999999262 - 5.524903546485232e-20im
0.9999999999999274 - 1.1759424796484904e-18im
0.9999999999999251 - 6.439875520690535e-20im
0.9999999999999236 - 1.6903358339298946e-18im
0.9999999999999242 + 4.634020814703672e-19im
0.9999999999999264 + 1.110802781065398e-18im
0.999999999999923 - 2.1268134485100215e-18im
0.9999999999999216 - 7.751759140005023e-19im
0.9999999999999207 - 1.5071058085906733e-18im
0.9999999999999191 - 9.800726115652747e-19im
0.9999999999999165 - 2.4630984681406956e-18im
0.9999999999999133 - 1.938299465506423e-18im
0.9999999999999103 + 2.2757019841403428e-18im
0.9999999999999089 + 2.376322409809247e-18im
0.9999999999999073 + 5.8172096652376226e-18im
0.9999999999999046 + 6.412859388787383e-18im
0.9999999999999037 + 3.2890659191091213e-18im
0.9999999999999002 - 3.4493312187757248e-18im
0.9999999999998972 + 1.688210111893146e-18im
0.9999999999998963 - 1.6512112746581853e-18im
0.9999999999998931 - 5.785166589630784e-19im
0.9999999999998903 - 1.3713981256635805e-18im
0.9999999999998872 + 2.7307689506975276e-19im
0.9999999999998852 - 5.077377658233419e-20im
0.9999999999998835 + 4.745937972966711e-20im
0.9999999999998811 - 2.6035637165976234e-20im
0.9999999999998807 - 6.614806707283409e-21im
0.9999999999998814 + 3.7702044412295428e-19im
0.9999999999998784 + 7.366146027496019e-19im
0.9999999999998752 + 3.6296006851004972e-19im
0.9999999999998729 - 1.2106449275130044e-20im
0.9999999999998697 - 4.1917682946844574e-21im
0.9999999999998669 + 2.6459739113200103e-20im
0.9999999999998619 + 1.3907933624252778e-19im
0.9999999999998602 + 3.2380860517171613e-19im
0.9999999999998576 - 2.843087957601194e-19im
0.9999999999998526 + 1.9310393366299564e-19im
0.9999999999998502 - 1.2689485686050216e-19im
0.9999999999998467 - 1.1059389717543598e-19im
0.9999999999998415 + 8.142865983214664e-19im
0.9999999999998354 + 7.897496980100705e-19im
0.9999999999998331 - 3.2614445505480475e-19im
0.9999999999998312 + 6.014441590902296e-19im
0.9999999999998298 - 5.558023437928879e-19im
0.9999999999998288 + 3.925298270448589e-20im
0.9999999999998277 + 2.8314624526846257e-20im
0.9999999999998292 - 9.056544284096306e-20im
0.9999999999998302 + 3.7435693987054805e-19im
0.9999999999998319 - 8.613290967846691e-19im
0.9999999999998325 + 5.223227645473235e-19im
0.9999999999998328 + 6.599785569266524e-19im
0.9999999999998341 - 1.6152765741995034e-18im
0.999999999999833 - 7.672808228955312e-19im
0.999999999999829 + 7.574138067372646e-19im
0.9999999999998261 + 1.1156547491270494e-19im
0.9999999999998217 + 2.590434965790387e-20im
0.9999999999998175 + 1.0233660001651211e-19im
0.999999999999813 - 1.637283918235731e-19im
0.9999999999998093 + 2.3767819166830294e-19im
0.9999999999998052 + 1.6766944321671462e-19im
0.9999999999997997 - 2.4666607897892963e-20im
0.9999999999997978 + 5.416145012667141e-19im
0.9999999999997957 - 1.401597108364363e-18im
0.9999999999997905 + 1.6460116310084371e-18im
0.9999999999997868 - 7.000759545639395e-19im
0.999999999999783 - 2.632457246021851e-21im
0.9999999999997817 - 8.335499089751283e-21im
0.9999999999997777 + 1.0113352332757382e-19im
0.9999999999997726 + 3.856478836872732e-22im
0.9999999999997702 - 2.3099780048219616e-18im
0.9999999999997683 + 9.522095656780054e-19im
0.9999999999997651 + 1.5225023309560949e-18im
0.9999999999997601 - 1.3839392885988698e-18im
0.9999999999997572 - 1.745752739219983e-18im
0.9999999999997522 - 6.666149164016608e-21im
0.999999999999746 + 1.982613184139052e-18im
0.9999999999997393 - 7.448662248221296e-19im
0.9999999999997375 + 1.6057778664920043e-18im
0.9999999999997344 + 1.4916388934704361e-18im
0.9999999999997282 + 1.5035006509574246e-18im
0.9999999999997251 - 1.5098132865003063e-18im
0.99999999999972 - 2.0637440823801228e-18im
0.9999999999997154 - 1.0802920697234961e-18im
0.9999999999997145 + 1.4092067795533114e-19im
0.9999999999997118 - 9.068980784250703e-19im
0.9999999999997095 + 2.352300451255294e-19im
0.9999999999997053 - 8.73225595449474e-19im
0.9999999999996992 - 6.835651737903616e-19im
0.9999999999996939 + 3.478698584997995e-19im
0.999999999999689 - 6.873879704066895e-20im
0.999999999999684 + 8.637270178918122e-20im
0.9999999999996828 - 8.030279333764623e-20im
0.9999999999996789 + 3.659237231683878e-19im
0.9999999999996761 + 6.447423270045193e-20im
0.9999999999996744 + 2.711168142643454e-19im
0.999999999999669 - 5.1252183685466875e-19im
0.9999999999996634 + 6.132262155526632e-19im
0.9999999999996575 - 6.894319065353364e-19im
0.9999999999996513 - 7.606428676466412e-19im
0.9999999999996403 - 2.329648392135506e-19im
0.9999999999996341 - 6.144264488713353e-19im
0.9999999999996303 - 1.3401793966649884e-19im
0.9999999999996264 - 3.874257356243047e-19im
0.9999999999996233 + 4.6568577437776736e-20im
0.9999999999996205 + 1.1979019166956862e-19im
0.9999999999996174 - 3.581206651525068e-19im
0.9999999999996172 - 3.39372242638246e-18im
0.9999999999996161 + 4.882673902485036e-19im
0.9999999999996162 + 3.263423325358718e-18im
0.9999999999996143 + 2.132381743288186e-18im
0.9999999999996112 - 2.2109570268311325e-18im
0.9999999999996076 + 2.4258097675699993e-18im
0.9999999999996038 - 1.6734778564638967e-18im
0.9999999999996014 - 2.4861526532248e-18im
0.9999999999995997 + 2.6734018179852133e-18im
0.9999999999995999 + 3.965954996095121e-20im
