time,Sx{1}_re,Sx{1}_im,Sz{1}_re,Sz{1}_im,iSy{1}_re,iSy{1}_im,Norm_re,Norm_im
0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.9999999999999999,0.0
0.005,-1.2081854203537107e-10,0.0,0.0009999914879609809,0.0,0.0,0.4999872326425053,1.0000000000001386,0.0
0.01,-2.12586242351264e-9,0.0,0.0019999320318929495,0.0,0.0,0.4999489516513733,1.0000000000004856,0.0
0.015,-9.969524397935652e-9,0.0,0.0029997704389140845,0.0,0.0,0.4998852201631083,1.000000000000733,0.0
0.02,-3.1033134815757335e-8,0.0,0.003999456018546211,0.0,0.0,0.49979614303148234,1.0000000000009204,0.0
0.025,-7.53198020255266e-8,0.0,0.004998938220293241,0.0,0.0,0.49968186627507155,1.000000000001248,0.0
0.030000000000000002,-1.5554647266642313e-7,0.0,0.005998166826684965,0.0,0.0,0.4995425763064591,1.0000000000014553,0.0
0.035,-2.8709222668481315e-7,0.0,0.006997092025857249,0.0,0.0,0.4993784989528926,1.0000000000016698,0.0
0.04,-4.878132797813144e-7,0.0,0.007995664529486055,0.0,0.0,0.4991898982611622,1.0000000000018539,0.0
0.045,-7.780620844946955e-7,0.0,0.008993835550885527,0.0,0.0,0.49897707515972484,1.0000000000020595,0.0
0.049999999999999996,-1.1802979070180482e-6,0.0,0.009991557071477796,0.0,0.0,0.4987403658388934,1.0000000000022986,0.0
0.05499999999999999,-1.719238209467832e-6,0.0,0.010988781524344517,0.0,0.0,0.49848014007053015,1.0000000000024842,0.0
0.05999999999999999,-2.4210100515884943e-6,0.0,0.011985462865686362,0.0,0.0,0.49819679926060223,1.0000000000027178,0.0
0.06499999999999999,-3.314439649520517e-6,0.0,0.012981554323052017,0.0,0.0,0.4978907745027496,1.000000000002955,0.0
0.06999999999999999,-4.429092337194078e-6,0.0,0.01397701159450249,0.0,0.0,0.4975625242936623,1.0000000000032008,0.0
0.075,-5.795973432410743e-6,0.0,0.014971790674272095,0.0,0.0,0.49721253232763774,1.0000000000035087,0.0
0.08,-7.447360194511978e-6,0.0,0.015965848341353724,0.0,0.0,0.49684130510085667,1.000000000003759,0.0
0.085,-9.416192847177103e-6,0.0,0.01695914295166263,0.0,0.0,0.49644936939571904,1.0000000000039488,0.0
0.09000000000000001,-1.1736297348513363e-5,0.0,0.01795163310616229,0.0,0.0,0.49603726985289004,1.0000000000041471,0.0
0.09500000000000001,-1.4441785778087325e-5,0.0,0.018943279461077954,0.0,0.0,0.49560556625829316,1.0000000000043814,0.0
0.10000000000000002,-1.7567104746843946e-5,0.0,0.019934043261825914,0.0,0.0,0.4951548310231781,1.0000000000046558,0.0
0.10500000000000002,-2.1146517757304577e-5,0.0,0.020923887126667245,0.0,0.0,0.4946856465628186,1.0000000000048943,0.0
0.11000000000000003,-2.521402446819645e-5,0.0,0.021912774712408125,0.0,0.0,0.494198602638263,1.000000000005094,0.0
0.11500000000000003,-2.980361948776733e-5,0.0,0.02290067108553271,0.0,0.0,0.4936942937514746,1.0000000000053122,0.0
0.12000000000000004,-3.494811620201294e-5,0.0,0.023887541877843883,0.0,0.0,0.4931733166730514,1.0000000000055262,0.0
0.12500000000000003,-4.067969068960914e-5,0.0,0.02487335440783698,0.0,0.0,0.4926362678552468,1.000000000005723,0.0
0.13000000000000003,-4.702977465455421e-5,0.0,0.025858077156447574,0.0,0.0,0.49208374101634317,1.0000000000059381,0.0
0.13500000000000004,-5.402846980514592e-5,0.0,0.02684168012530172,0.0,0.0,0.4915163247731118,1.0000000000061,0.0
0.14000000000000004,-6.170464156494873e-5,0.0,0.027824133720228593,0.0,0.0,0.4909346004462169,1.000000000006331,0.0
