time,Sx{1}_re,Sx{1}_im,Sz{1}_re,Sz{1}_im,iSy{1}_re,iSy{1}_im,Norm_re,Norm_im
0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0
0.005,-5.585531218869545e-10,0.0,-0.49999900001367903,0.0,0.0,0.000999972621064804,0.9999999999999887,0.0
0.01,-8.376209435437005e-9,0.0,-0.49999600021927143,0.0,0.0,0.0019997809326873315,0.9999999999999946,0.0
0.015,-4.421415571256308e-8,0.0,-0.4999910011090791,0.0,0.0,0.002999261572969594,0.9999999999999899,0.0
0.02,-1.409861757686742e-7,0.0,-0.49998400349548844,0.0,0.0,0.003998252843188451,0.9999999999999891,0.0
0.025,-3.43876195693205e-7,0.0,-0.4999750085251492,0.0,0.0,0.004996593185801313,0.9999999999999911,0.0
0.030000000000000002,-7.1017155361272e-7,0.0,-0.49996401765085313,0.0,0.0,0.005994125025341537,0.9999999999999983,0.0
0.035,-1.306410177760392e-6,0.0,-0.4999510326578143,0.0,0.0,0.006990692052205828,0.9999999999999934,0.0
0.04,-2.2102936487679528e-6,0.0,-0.49993605562243365,0.0,0.0,0.007986142651129263,0.9999999999999897,0.0
0.045,-3.50795703920616e-6,0.0,-0.4999190889288057,0.0,0.0,0.008980328412176436,0.99999999999999,0.0
0.049999999999999996,-5.292147599889395e-6,0.0,-0.4999001352426027,0.0,0.0,0.009973105716959205,0.9999999999999882,0.0
0.05499999999999999,-7.661263624557199e-6,0.0,-0.49987919752229604,0.0,0.0,0.010964334843634304,0.9999999999999878,0.0
0.05999999999999999,-1.0717218539064541e-5,0.0,-0.4998562790131967,0.0,0.0,0.011953880432485946,0.9999999999999887,0.0
0.06499999999999999,-1.4566907370050833e-5,0.0,-0.4998313832082221,0.0,0.0,0.012941613065958535,0.9999999999999877,0.0
0.06999999999999999,-1.931548069887751e-5,0.0,-0.4998045138521319,0.0,0.0,0.013927408456938224,0.999999999999981,0.0
0.075,-2.5070051320181092e-5,0.0,-0.4997756749328207,0.0,0.0,0.01491114772736881,0.9999999999999817,0.0
0.08,-3.193399926074651e-5,0.0,-0.4997448706730998,0.0,0.0,0.015892717309220816,0.9999999999999819,0.0
0.085,-4.000857285675137e-5,0.0,-0.49971210554043305,0.0,0.0,0.016872008437831588,0.9999999999999862,0.0
0.09000000000000001,-4.939053846832551e-5,0.0,-0.4996773841620349,0.0,0.0,0.017848919260805472,0.9999999999999848,0.0
0.09500000000000001,-6.017107771863324e-5,0.0,-0.4996407114438104,0.0,0.0,0.01882335111953952,0.9999999999999799,0.0
0.10000000000000002,-7.243476698726736e-5,0.0,-0.49960209238555825,0.0,0.0,0.019795213204741657,0.9999999999999857,0.0
0.10500000000000002,-8.625752639285283e-5,0.0,-0.49956153220881744,0.0,0.0,0.020764418702258487,0.9999999999999887,0.0
0.11000000000000003,-0.00010170980033839922,0.0,-0.4995190363822093,0.0,0.0,0.02173088401224215,0.999999999999986,0.0
0.11500000000000003,-0.00011885367634927899,0.0,-0.49947461041386954,0.0,0.0,0.0226945328009341,0.9999999999999887,0.0
0.12000000000000004,-0.0001377415438278217,0.0,-0.4994282599482523,0.0,0.0,0.023655293561368113,0.9999999999999902,0.0
0.12500000000000003,-0.00015842227982763624,0.0,-0.4993799909479951,0.0,0.0,0.024613095236229832,0.9999999999999922,0.0
0.13000000000000003,-0.0001809296523183839,0.0,-0.4993298093609125,0.0,0.0,0.025567874132737298,0.999999999999989,0.0
0.13500000000000004,-0.00020529352071603572,0.0,-0.4992777212980498,0.0,0.0,0.026519569203483626,0.9999999999999876,0.0
0.14000000000000004,-0.00023153473073408097,0.0,-0.4992237329368609,0.0,0.0,0.027468123755556167,0.9999999999999877,0.0
0.14500000000000005,-0.00025966876857451963,0.0,-0.49916785052799395,0.0,0.0,0.02841348484358411,0.9999999999999871,0.0
0.15000000000000005,-0.0002897057257789393,0.0,-0.49911008080606317,0.0,0.0,0.02935559588291691,0.9999999999999879,0.0
