0.0 + 0.0im,0.0 + 0.0im,1.0 + 0.0im
-3.691669044327401e-30 + 0.0im,1.0071550519922989e-27 + 0.0im,0.9998302663770116 - 9.475613966857544e-24im
-8.030519025410852e-28 + 0.0im,-2.3150643694308033e-27 + 0.0im,0.9993213305719436 - 6.2642070565874626e-21im
3.6232839573173573e-28 + 0.0im,-4.1829873676666375e-26 + 0.0im,0.9984739866920674 + 2.8548795429318014e-22im
2.4848842785476593e-27 + 0.0im,-1.3838094693954138e-25 + 0.0im,0.9972895546423091 - 1.4416443610221612e-21im
1.8430078897265036e-25 + 0.0im,-4.358495205049508e-25 + 0.0im,0.995769874740792 - 2.931101550713836e-20im
5.337964791840221e-25 + 0.0im,-5.34054790405296e-25 + 0.0im,0.9939173002329779 + 9.653048044566028e-20im
1.325840063800944e-24 + 0.0im,-2.9627227019409664e-24 + 0.0im,0.9917346877561555 + 4.3957839523418387e-20im
4.660564469431558e-24 + 0.0im,1.141507812188359e-23 + 0.0im,0.9892253858200633 - 1.0654807545701351e-19im
7.172480988653471e-24 + 0.0im,5.513049431208946e-23 + 0.0im,0.9863932213826448 - 4.736205347977014e-20im
1.0004996932092756e-23 + 0.0im,1.6171452627220174e-22 + 0.0im,0.9832424846126009 + 1.8551854630854646e-20im
6.12249588497246e-24 + 0.0im,4.2247546327012023e-22 + 0.0im,0.9797779119421087 - 3.831290252507927e-21im
1.0237109627294442e-23 + 0.0im,6.038712515889961e-22 + 0.0im,0.9760046675238373 + 6.7736744120869855e-21im
-5.886262911895548e-23 + 0.0im,-1.3688475841131567e-22 + 0.0im,0.9719283232161092 - 9.94306565151146e-20im
-4.838784583241373e-23 + 0.0im,3.7298689963618514e-22 + 0.0im,0.9675548372286726 - 2.1576660460425278e-19im
-3.022322571098317e-22 + 0.0im,1.5251199912659979e-21 + 0.0im,0.9628905315689469 + 1.5064820840342025e-19im
-8.532169646144264e-24 + 0.0im,-1.1738975412409708e-21 + 0.0im,0.9579420684347554 + 9.726031294098319e-21im
1.364291077683098e-22 + 0.0im,-1.4831263488275424e-21 + 0.0im,0.9527164257044438 + 3.6396785674664134e-20im
2.725448855559116e-22 + 0.0im,1.1957998415014948e-21 + 0.0im,0.9472208716788656 + 3.5008997444440805e-19im
-3.0630931653956374e-22 + 0.0im,5.466737802517244e-21 + 0.0im,0.9414629392319823 - 5.2922053316970244e-20im
